raw_symptoms,symptom_categories,body_parts_affected,severity_indicators,temporal_indicators,symptom_descriptions,symptom_count,has_multiple_symptoms,urgency_score,listed_symptoms,case_id,species,age
[],[],"['ears', 'ear']",[],['today'],[],0,False,0.0,['diet advice needed'],895,bird,1.4
['discharge'],['ocular'],['ear'],[],['days'],['going for'],1,False,0.5,"['ear discharge', 'poisoning suspected']",896,rabbit,11.5
"['breath', 'red']","['respiratory', 'ocular']","['ears', 'ear']",[],['days'],['we come immediately'],2,True,1.0,"['diet advice needed', 'grooming required', 'bad breath']",897,rabbit,13.0
"['scratch', 'scratching']",['dermatological'],"['ears', 'ear']",['mild'],['days'],['going for'],2,True,1.0,"['dental cleaning inquiry', 'mild scratching']",898,rabbit,7.1
"['red', 'urinate']","['ocular', 'urinary']","['ears', 'ear']",[],[],['just started ago'],2,True,1.0,"['grooming required', 'unable to urinate']",899,hamster,12.8
"['cough', 'coughing', 'sneezing', 'lethargy', 'behavior']","['respiratory', 'behavioral']",[],['mild'],['days'],['going for'],5,True,2.5,"['sneezing', 'lethargy', 'mild coughing', 'behavioral consultation']",900,rabbit,14.2
"['limp', 'limping']",['musculoskeletal'],[],[],['days'],[],2,True,1.0,['minor limping'],901,rabbit,1.6
"['injury', 'eye', 'vision']","['musculoskeletal', 'ocular']",['eye'],[],['yesterday'],[],3,True,1.5,"['vaccination due', 'weight management consultation', 'eye injury with vision loss']",902,rabbit,14.6
[],[],"['nail', 'ears', 'ear']",[],['today'],[],0,False,0.0,['nail trimming needed'],903,cat,1.2
['behavior'],['behavioral'],"['nail', 'ear']",[],[],['bird experiencing consultation'],1,False,0.5,"['weight management consultation', 'behavioral consultation', 'nail trimming needed']",904,bird,12.8
['hair'],['dermatological'],['nail'],[],['today'],['we come immediately'],1,False,0.5,"['weight management consultation', 'nail trimming needed', 'routine checkup']",905,cat,11.9
['breath'],['respiratory'],[],[],['days'],"['going for', 'we come immediately']",1,False,0.5,"['vaccination due', 'bad breath', 'weight management consultation', 'routine checkup']",906,cat,5.4
"['breath', 'pant', 'panting', 'hair', 'red']","['respiratory', 'dermatological', 'ocular']","['nail', 'ears', 'ear']",[],['today'],['advise urgency'],5,True,2.5,"['bad breath', 'nail trimming needed', 'weight management consultation', 'grooming required', 'excessive panting']",907,cat,5.3
"['cough', 'coughing', 'sneezing', 'drool', 'drooling', 'eye', 'discharge']","['respiratory', 'gastrointestinal', 'ocular']","['ears', 'ear', 'eye']",['mild'],['days'],['we come immediately'],7,True,3.5,"['minor eye discharge', 'sneezing', 'mild coughing', 'excessive drooling']",908,rabbit,6.3
"['vomit', 'vomiting', 'limp', 'limping', 'lethargy', 'urinating', 'frequent']","['gastrointestinal', 'musculoskeletal', 'behavioral', 'urinary']","['ears', 'ear']",[],['days'],['we come immediately'],7,True,3.5,"['vomiting', 'minor limping', 'lethargy', 'urinating more frequently', 'diet advice needed']",909,guinea pig,14.7
"['limp', 'limping']",['musculoskeletal'],"['ears', 'ear']",['severe'],[],['we come immediately'],2,True,1.5,['limping severely'],910,bird,6.3
"['scratch', 'scratching']",['dermatological'],[],['mild'],['days'],[],2,True,1.0,"['weight management consultation', 'mild scratching', 'dental cleaning inquiry']",911,cat,0.6
['lethargy'],['behavioral'],"['ears', 'ear']",[],['yesterday'],[],1,False,0.5,['lethargy'],912,hamster,7.4
"['drinking', 'eye', 'discharge']","['gastrointestinal', 'ocular']","['ear', 'eye']",[],['yesterday'],['cat experiencing'],3,True,1.5,"['drinking more water than usual', 'minor eye discharge']",913,cat,11.3
"['pant', 'panting', 'swollen', 'swollen']","['respiratory', 'musculoskeletal', 'ocular']",['ear'],[],['days'],"['cat experiencing face', 'going for']",4,True,2.0,"['swollen face', 'excessive panting']",914,cat,13.3
['behavior'],['behavioral'],['ear'],[],[],"['rabbit experiencing checkup', 'just started ago']",1,False,0.5,"['routine checkup', 'behavioral consultation']",915,rabbit,5.5
"['limp', 'limping', 'eye', 'discharge']","['musculoskeletal', 'ocular']","['ears', 'ear', 'eye']",[],['days'],['going for'],4,True,2.0,"['minor eye discharge', 'minor limping']",916,guinea pig,9.9
['breath'],['respiratory'],"['ears', 'ear']",[],[],[],1,False,0.5,['bad breath'],917,rabbit,5.6
"['cough', 'coughing', 'sneezing', 'diarrhea', 'eye', 'discharge']","['respiratory', 'gastrointestinal', 'ocular']","['ear', 'eye']",['mild'],['yesterday'],['rabbit experiencing sneezing'],6,True,3.0,"['sneezing', 'diarrhea', 'mild coughing', 'minor eye discharge']",918,rabbit,14.3
"['pant', 'panting', 'unconscious']","['respiratory', 'neurological']","['ears', 'ear']",[],[],['just started ago'],3,True,3.0,"['difficulty defecating', 'excessive panting', 'unconscious']",919,rabbit,3.2
"['drinking', 'urinating', 'frequent']","['gastrointestinal', 'urinary']",['ear'],[],['today'],['rabbit experiencing frequently'],3,True,1.5,"['urinating more frequently', 'drinking more water than usual']",920,rabbit,12.7
"['vomit', 'vomiting', 'diarrhea', 'drinking', 'scratch', 'scratching']","['gastrointestinal', 'dermatological']",[],[],['days'],['we come immediately'],6,True,3.0,"['drinking more water than usual', 'diarrhea', 'vomiting', 'excessive scratching']",921,hamster,2.1
"['limp', 'limping', 'behavior']","['musculoskeletal', 'behavioral']",[],"['severe', 'moderate']",['yesterday'],[],3,True,2.25,"['limping severely', 'sudden behavior change', 'moderate bleeding']",922,rabbit,14.5
[],[],"['nail', 'ears', 'ear']",[],['yesterday'],['advise urgency'],0,False,0.0,"['nail trimming needed', 'dental cleaning inquiry']",923,hamster,4.4
"['eye', 'discharge', 'squint', 'squinting']",['ocular'],['eye'],[],['yesterday'],['we come immediately'],4,True,2.0,"['eye discharge with squinting', 'difficulty defecating']",924,rabbit,5.5
"['scratch', 'scratching']",['dermatological'],"['nail', 'ears', 'ear']",['mild'],['days'],[],2,True,1.0,"['weight management consultation', 'nail trimming needed', 'mild scratching', 'dental cleaning inquiry']",925,dog,2.1
"['cough', 'coughing']",['respiratory'],['ear'],['mild'],['today'],['pig experiencing coughing'],2,True,1.0,['mild coughing'],926,guinea pig,4.2
"['vomit', 'vomiting', 'diarrhea', 'limp', 'limping']","['gastrointestinal', 'musculoskeletal']",['ear'],['severe'],['days'],"['hamster experiencing', 'going for']",5,True,3.75,"['limping severely', 'difficulty swallowing', 'vomiting blood', 'bloody diarrhea']",927,hamster,9.7
[],[],"['nail', 'ear']",[],['days'],"['hamster experiencing vaccination', 'going for']",0,False,0.0,"['vaccination due', 'nail trimming needed', 'dental cleaning inquiry']",928,hamster,14.4
[],[],"['nail', 'ears', 'ear']",[],[],['just started ago'],0,False,0.0,"['nail trimming needed', 'diet advice needed']",929,dog,9.8
"['breathing', 'breath', 'paralysis', 'unconscious']","['respiratory', 'neurological']","['ears', 'ear']",['severe'],[],['we come immediately'],4,True,5.0,"['difficulty breathing', 'unconscious', 'severe trauma', 'paralysis']",930,bird,3.7
['red'],['ocular'],[],[],['days'],"['going for', 'we come immediately']",1,False,0.5,"['diet advice needed', 'grooming required']",931,bird,5.9
"['drool', 'drooling', 'swollen', 'swollen']","['gastrointestinal', 'musculoskeletal', 'ocular']","['ears', 'ear']",['moderate'],['days'],['going for'],4,True,2.0,"['swollen face', 'excessive drooling', 'moderate bleeding']",932,cat,11.2
"['breath', 'scratch', 'scratching']","['respiratory', 'dermatological']","['ears', 'ear']",['mild'],['days'],['going for'],3,True,1.5,"['vaccination due', 'routine checkup', 'mild scratching', 'bad breath']",933,bird,4.9
"['breathing', 'breath']",['respiratory'],"['nail', 'ears', 'ear']",[],[],['just started ago'],2,True,2.5,"['bad breath', 'routine checkup', 'nail trimming needed', 'difficulty breathing']",934,hamster,13.2
"['red', 'behavior']","['ocular', 'behavioral']","['nail', 'ears', 'ear']",[],['days'],[],2,True,1.0,"['nail trimming needed', 'grooming required', 'behavioral consultation']",935,dog,0.9
"['appetite', 'scratch', 'scratching', 'urinating', 'frequent']","['gastrointestinal', 'dermatological', 'urinary']","['ears', 'ear']",[],['days'],['advise urgency'],5,True,2.5,"['urinating more frequently', 'excessive scratching', 'loss of appetite']",936,bird,3.1
"['vomit', 'vomiting']",['gastrointestinal'],"['ears', 'ear']",[],[],"['just started ago', 'advise urgency']",2,True,1.0,['vomiting'],937,bird,10.5
"['cough', 'coughing']",['respiratory'],"['ears', 'ear']",[],[],[],2,True,1.0,['persistent coughing'],938,rabbit,10.6
['diarrhea'],['gastrointestinal'],['ear'],[],['yesterday'],['hamster experiencing diarrhea'],1,False,0.5,['diarrhea'],939,hamster,2.8
['diarrhea'],['gastrointestinal'],[],[],['days'],[],1,False,0.5,['diarrhea'],940,hamster,5.7
"['scratch', 'scratching']",['dermatological'],['ear'],[],['today'],['cat experiencing scratching'],2,True,1.0,['excessive scratching'],941,cat,1.1
"['sneezing', 'scratch', 'scratching', 'discharge']","['respiratory', 'dermatological', 'ocular']",['ear'],[],['yesterday'],[],4,True,2.0,"['ear discharge', 'sneezing', 'excessive scratching']",942,cat,2.8
[],[],"['gum', 'gums']",[],['today'],['advise urgency'],0,False,0.0,"['dental cleaning inquiry', 'pale gums']",943,dog,11.4
"['eye', 'discharge']",['ocular'],"['ear', 'eye']",[],['yesterday'],['advise urgency'],2,True,1.0,"['ear discharge', 'minor eye discharge']",944,rabbit,1.7
"['vomit', 'vomiting', 'eye', 'discharge', 'squint', 'squinting', 'behavior']","['gastrointestinal', 'ocular', 'behavioral']",['eye'],[],['days'],['we come immediately'],7,True,3.5,"['vomiting blood', 'eye discharge with squinting', 'sudden behavior change']",945,hamster,2.2
['diarrhea'],['gastrointestinal'],[],[],['days'],['concerned going for'],1,False,0.5,['diarrhea'],946,rabbit,1.8
"['breath', 'red', 'behavior']","['respiratory', 'ocular', 'behavioral']",[],[],['yesterday'],['we come immediately'],3,True,1.5,"['behavioral consultation', 'grooming required', 'bad breath']",947,hamster,12.3
"['vomit', 'vomiting', 'drool', 'drooling', 'paralysis', 'behavior']","['gastrointestinal', 'neurological', 'behavioral']","['ears', 'ear']",[],['days'],[],6,True,4.5,"['vomiting blood', 'excessive drooling', 'sudden behavior change', 'paralysis']",948,dog,16.6
"['breath', 'lethargy']","['respiratory', 'behavioral']","['nail', 'ear']",[],[],"['cat experiencing consultation', 'advise urgency']",2,True,1.0,"['weight management consultation', 'nail trimming needed', 'bad breath', 'diet advice needed', 'lethargy']",949,cat,10.8
"['cough', 'coughing', 'limp', 'limping', 'scratch', 'scratching']","['respiratory', 'musculoskeletal', 'dermatological']",[],['mild'],['yesterday'],[],6,True,3.0,"['mild coughing', 'excessive scratching', 'minor limping']",950,dog,0.6
"['scratch', 'scratching', 'discharge']","['dermatological', 'ocular']","['ears', 'ear']",[],['today'],[],3,True,1.5,"['excessive scratching', 'ear discharge']",951,rabbit,3.9
"['vomit', 'vomiting', 'swollen', 'red', 'swollen']","['gastrointestinal', 'musculoskeletal', 'ocular']","['ears', 'ear']",[],[],['scottish fold cat'],5,True,2.5,"['swollen face', 'vomiting blood', 'difficulty defecating', 'grooming required']",952,cat,8.5
"['sneezing', 'vomit', 'vomiting', 'appetite', 'discharge']","['respiratory', 'gastrointestinal', 'ocular']",['ear'],[],['days'],"['hamster experiencing vomiting', 'going for']",5,True,2.5,"['vomiting', 'sneezing', 'ear discharge', 'loss of appetite']",953,hamster,10.8
"['vomit', 'vomiting', 'eye', 'discharge', 'urinate', 'urinating', 'frequent']","['gastrointestinal', 'ocular', 'urinary']","['ear', 'eye']",[],['days'],"['hamster experiencing discharge', 'we come immediately']",7,True,3.5,"['minor eye discharge', 'urinating more frequently', 'vomiting', 'unable to urinate']",954,hamster,12.3
[],[],['nail'],[],['days'],['we come immediately'],0,False,0.0,"['routine checkup', 'nail trimming needed']",955,dog,0.5
['breath'],['respiratory'],"['ears', 'ear']",[],[],[],1,False,0.5,"['vaccination due', 'routine checkup', 'bad breath']",956,hamster,3.0
"['urinating', 'frequent']",['urinary'],[],[],['today'],['advise urgency'],2,True,1.0,['urinating more frequently'],957,rabbit,2.3
[],[],"['ears', 'ear']",[],['days'],[],0,False,0.0,['routine checkup'],958,guinea pig,2.0
"['vomit', 'vomiting', 'drool', 'drooling', 'behavior']","['gastrointestinal', 'behavioral']","['ears', 'ear']",[],[],['just started ago'],5,True,2.5,"['vomiting blood', 'sudden behavior change', 'excessive drooling']",959,guinea pig,9.1
['red'],['ocular'],"['ears', 'ear']",[],['days'],['advise urgency'],1,False,0.5,['grooming required'],960,guinea pig,12.3
"['breath', 'hair', 'red']","['respiratory', 'dermatological', 'ocular']","['ears', 'ear']",[],[],[],3,True,1.5,"['weight management consultation', 'grooming required', 'bad breath']",961,cat,3.2
"['sneezing', 'drinking', 'lethargy']","['respiratory', 'gastrointestinal', 'behavioral']",['ear'],[],['yesterday'],['rabbit experiencing sneezing'],3,True,1.5,"['sneezing', 'lethargy', 'drinking more water than usual']",962,rabbit,5.3
"['breath', 'scratch', 'scratching']","['respiratory', 'dermatological']",[],['mild'],['today'],[],3,True,1.5,"['mild scratching', 'bad breath']",963,bird,8.5
['red'],['ocular'],"['nail', 'ears', 'ear']",[],['today'],[],1,False,0.5,"['diet advice needed', 'routine checkup', 'nail trimming needed', 'grooming required']",964,bird,6.1
"['breathing', 'breath']",['respiratory'],"['ears', 'ear']",['severe'],[],[],2,True,3.75,"['difficulty breathing', 'severe trauma']",965,rabbit,13.7
['appetite'],['gastrointestinal'],['ear'],[],[],"['cat experiencing loss', 'just started ago', 'advise urgency']",1,False,0.5,['loss of appetite'],966,cat,0.9
"['drinking', 'discharge']","['gastrointestinal', 'ocular']","['ears', 'ear']",[],['today'],[],2,True,1.0,"['drinking more water than usual', 'ear discharge', 'dental cleaning inquiry']",967,rabbit,4.4
"['swollen', 'scratch', 'scratching', 'swollen']","['musculoskeletal', 'dermatological', 'ocular']","['nail', 'ear']",['mild'],['days'],['pig experiencing checkup'],4,True,2.0,"['mild scratching', 'routine checkup', 'nail trimming needed', 'vaccination due', 'swollen face']",968,guinea pig,14.2
['paralysis'],['neurological'],"['ears', 'ear']",[],['days'],['going for'],1,False,2.0,['paralysis'],969,cat,0.6
"['drinking', 'discharge']","['gastrointestinal', 'ocular']",['ear'],[],['yesterday'],['pig experiencing discharge'],2,True,1.0,"['ear discharge', 'drinking more water than usual']",970,guinea pig,2.2
"['breathing', 'breath', 'unconscious', 'urinate']","['respiratory', 'neurological', 'urinary']",['ear'],['severe'],[],"['bird experiencing breathing', 'just started ago', 'advise urgency']",4,True,5.0,"['difficulty breathing', 'unable to urinate', 'unconscious', 'severe bleeding']",971,bird,1.8
['behavior'],['behavioral'],"['ears', 'ear']",[],[],['just started ago'],1,False,0.5,['behavioral consultation'],972,cat,19.4
"['scratch', 'scratching']",['dermatological'],"['ears', 'ear']","['severe', 'mild']",['yesterday'],['advise urgency'],2,True,1.5,"['mild scratching', 'severe bleeding']",973,cat,15.5
"['sneezing', 'limp', 'limping', 'eye', 'discharge']","['respiratory', 'musculoskeletal', 'ocular']","['ear', 'eye']",[],[],[],5,True,2.5,"['minor limping', 'minor eye discharge', 'sneezing', 'ear discharge']",974,hamster,13.9
"['cough', 'coughing', 'limp', 'limping']","['respiratory', 'musculoskeletal']",[],['mild'],['days'],[],4,True,2.0,"['minor limping', 'mild coughing']",975,rabbit,9.8
['paralysis'],['neurological'],"['ears', 'ear']",['severe'],['today'],['pig poisoning symptoms'],1,False,3.0,"['paralysis', 'severe trauma', 'poisoning suspected', 'heatstroke symptoms']",976,guinea pig,5.4
[],[],"['nail', 'ears', 'ear']",[],['days'],['going for'],0,False,0.0,"['vaccination due', 'nail trimming needed']",977,dog,0.2
"['vomit', 'vomiting', 'drinking']",['gastrointestinal'],"['ears', 'ear']",[],[],[],3,True,1.5,"['drinking more water than usual', 'vomiting']",978,rabbit,14.5
[],[],"['ears', 'ear']",['severe'],[],['just started ago'],0,False,0.0,"['heatstroke symptoms', 'severe allergic reaction']",979,cat,19.1
"['limp', 'limping']",['musculoskeletal'],[],[],['days'],['advise urgency'],2,True,1.0,['minor limping'],980,cat,5.1
"['swollen', 'hair', 'discharge', 'swollen']","['musculoskeletal', 'dermatological', 'ocular']",['ear'],[],['days'],['going for'],4,True,2.0,"['difficulty swallowing', 'swollen face', 'ear discharge']",981,cat,0.9
"['vomit', 'vomiting', 'drinking']",['gastrointestinal'],['ear'],[],[],"['hamster experiencing', 'just started ago', 'we come immediately']",3,True,1.5,"['drinking more water than usual', 'vomiting']",982,hamster,3.6
"['vomit', 'vomiting', 'behavior']","['gastrointestinal', 'behavioral']","['ears', 'ear']",[],[],[],3,True,1.5,"['behavioral consultation', 'weight management consultation', 'vomiting']",983,cat,6.3
"['breath', 'red']","['respiratory', 'ocular']",['ear'],[],['yesterday'],['dog experiencing breath'],2,True,1.0,"['grooming required', 'bad breath']",984,dog,0.4
