case_id,timestamp,species,breed,age_years,age_category,weight_kg,symptoms,description,urgency_level,urgency_score,wait_time_minutes,requires_immediate_attention,follow_up_required,previous_conditions
4475,2024-09-28T11:53:03.918477,cat,Scottish Fold,6.4,adult,5.9,"['diet advice needed', 'behavioral consultation']","My 6.4 year old Scottish Fold cat has been experiencing diet advice needed, behavioral consultation. Symptoms for the past week. Is this an emergency?",low,1,134,False,False,[]
4476,2025-06-23T11:53:03.918484,dog,Bulldog,2.6,young,30.5,"['mild coughing', 'diarrhea']","Patient is a Bulldog dog, 2.6 years old, presenting with mild coughing, diarrhea. Progressive over 3 days. Please advise urgency.",moderate,3,39,False,True,[]
4477,2025-03-12T11:53:03.918491,dog,Labrador,15.5,geriatric,34.6,['difficulty swallowing'],Labrador dog with difficulty swallowing. Age: 15.5 years. Symptoms for the past week. Pet is distressed.,urgent,5,2,True,True,[]
4478,2025-07-30T11:53:03.918498,rabbit,mixed,9.4,senior,3.3,"['diarrhea', 'mild coughing']","Concerned about my rabbit (mixed, 9.4yo) showing signs of diarrhea, mild coughing. Noticed yesterday. Pet is distressed.",moderate,3,31,False,False,[]
4479,2025-01-05T11:53:03.918506,cat,Russian Blue,8.6,senior,6.0,"['minor eye discharge', 'vomiting', 'lethargy', 'minor limping']","Concerned about my cat (Russian Blue, 8.6yo) showing signs of minor eye discharge, vomiting, lethargy, minor limping. Symptoms for the past week. Is this an emergency?",moderate,3,23,False,True,['arthritis']
4480,2025-01-16T11:53:03.918514,guinea pig,mixed,3.8,adult,1.0,"['nail trimming needed', 'behavioral consultation', 'dental cleaning inquiry', 'vaccination due']","mixed guinea pig with nail trimming needed, behavioral consultation, dental cleaning inquiry, vaccination due. Age: 3.8 years. Started today. Pet is distressed.",low,1,203,False,False,[]
4481,2025-01-26T11:53:03.918522,hamster,mixed,6.0,adult,0.2,"['urinating more frequently', 'minor limping', 'diarrhea']","Patient is a mixed hamster, 6.0 years old, presenting with urinating more frequently, minor limping, diarrhea. Just started an hour ago. Very worried.",moderate,2,116,False,True,[]
4482,2024-09-25T11:53:03.918530,cat,British Shorthair,1.8,young,4.2,"['vomiting', 'excessive scratching', 'heatstroke symptoms']","British Shorthair cat with vomiting, excessive scratching, heatstroke symptoms. Age: 1.8 years. Started today. Very worried.",moderate,3,41,False,True,['allergies']
4483,2024-09-16T11:53:03.918541,bird,mixed,4.1,adult,0.4,"['vaccination due', 'dental cleaning inquiry', 'mild scratching', 'nail trimming needed', 'sudden behavior change']","Concerned about my bird (mixed, 4.1yo) showing signs of vaccination due, dental cleaning inquiry, mild scratching, nail trimming needed, sudden behavior change. Just started an hour ago. Seems to be getting worse.",low,1,204,False,True,[]
4484,2024-09-13T11:53:03.918548,rabbit,mixed,14.0,senior,1.6,['diet advice needed'],My 14.0 year old mixed rabbit has been experiencing diet advice needed. Progressive over 3 days. Is this an emergency?,low,2,64,False,True,[]
4485,2025-05-28T11:53:03.918556,guinea pig,mixed,2.4,young,0.9,"['pale gums', 'heatstroke symptoms', 'bloated abdomen', 'paralysis']","Concerned about my guinea pig (mixed, 2.4yo) showing signs of pale gums, heatstroke symptoms, bloated abdomen, paralysis. Started today. Should we come in immediately?",critical,5,5,True,True,[]
4486,2024-12-04T11:53:03.918563,rabbit,mixed,14.4,senior,1.6,"['grooming required', 'vaccination due']","Concerned about my rabbit (mixed, 14.4yo) showing signs of grooming required, vaccination due. Progressive over 3 days. Very worried.",low,2,102,False,True,['ear infections']
4487,2025-04-07T11:53:03.918571,dog,Golden Retriever,17.1,geriatric,30.7,"['bloody diarrhea', 'moderate bleeding']","Golden Retriever dog with bloody diarrhea, moderate bleeding. Age: 17.1 years. Just started an hour ago. Should we come in immediately?",urgent,5,5,True,False,[]
4488,2024-09-21T11:53:03.918580,rabbit,mixed,2.6,young,3.0,"['weight management consultation', 'bad breath', 'unconscious']","Concerned about my rabbit (mixed, 2.6yo) showing signs of weight management consultation, bad breath, unconscious. Symptoms for the past week. Should we come in immediately?",low,2,66,False,True,"['dental disease', 'cancer remission', 'kidney disease']"
4489,2025-03-12T11:53:03.918588,hamster,mixed,1.6,young,0.1,['difficulty defecating'],"Concerned about my hamster (mixed, 1.6yo) showing signs of difficulty defecating. Symptoms for the past week. Seems to be getting worse.",urgent,4,10,True,True,"['hip dysplasia', 'kidney disease', 'dental disease']"
4490,2025-03-29T11:53:03.918605,cat,Maine Coon,6.5,adult,3.8,"['lethargy', 'diarrhea', 'loss of appetite', 'drinking more water than usual']","Maine Coon cat with lethargy, diarrhea, loss of appetite, drinking more water than usual. Age: 6.5 years. Progressive over 3 days. Seems to be getting worse.",moderate,2,112,False,True,[]
4491,2025-01-25T11:53:03.918612,bird,mixed,1.4,young,0.4,"['loss of appetite', 'urinating more frequently', 'mild coughing']","Concerned about my bird (mixed, 1.4yo) showing signs of loss of appetite, urinating more frequently, mild coughing. Has been going on for 2 days. Is this an emergency?",moderate,3,16,False,True,"['allergies', 'arthritis']"
4492,2024-12-26T11:53:03.918622,bird,mixed,5.7,adult,0.4,"['diet advice needed', 'behavioral consultation', 'nail trimming needed', 'excessive scratching']","Patient is a mixed bird, 5.7 years old, presenting with diet advice needed, behavioral consultation, nail trimming needed, excessive scratching. Noticed yesterday. Should we come in immediately?",low,1,145,False,False,"['dental disease', 'eye problems']"
4493,2025-08-07T11:53:03.918631,dog,Husky,4.4,adult,18.7,"['mild coughing', 'minor limping', 'vomiting', 'sudden behavior change']","My 4.4 year old Husky dog has been experiencing mild coughing, minor limping, vomiting, sudden behavior change. Symptoms for the past week. Please advise urgency.",moderate,2,55,False,True,[]
4494,2025-06-06T11:53:03.918638,cat,Scottish Fold,0.5,kitten,2.8,['swollen face'],"Concerned about my cat (Scottish Fold, 0.5yo) showing signs of swollen face. Has been going on for 2 days. Should we come in immediately?",urgent,4,7,True,False,['cancer remission']
4495,2024-12-14T11:53:03.918646,rabbit,mixed,7.5,adult,2.5,"['behavioral consultation', 'grooming required', 'weight management consultation', 'vaccination due']","Patient is a mixed rabbit, 7.5 years old, presenting with behavioral consultation, grooming required, weight management consultation, vaccination due. Progressive over 3 days. Pet is distressed.",low,1,188,False,False,"['kidney disease', 'anxiety']"
4496,2025-04-15T11:53:03.918655,dog,Bulldog,12.4,senior,29.9,"['bad breath', 'dental cleaning inquiry', 'nail trimming needed']","Concerned about my dog (Bulldog, 12.4yo) showing signs of bad breath, dental cleaning inquiry, nail trimming needed. Progressive over 3 days. Please advise urgency.",low,2,59,False,True,[]
4497,2025-06-12T11:53:03.918663,dog,Husky,14.9,senior,24.4,"['excessive panting', 'excessive drooling', 'ear discharge']","My 14.9 year old Husky dog has been experiencing excessive panting, excessive drooling, ear discharge. Symptoms for the past week. Please advise urgency.",urgent,5,3,True,False,[]
4498,2024-10-24T11:53:03.918673,dog,Pug,2.7,young,17.6,"['ear discharge', 'vomiting', 'drinking more water than usual', 'unable to urinate']","Patient is a Pug dog, 2.7 years old, presenting with ear discharge, vomiting, drinking more water than usual, unable to urinate. Progressive over 3 days. Is this an emergency?",moderate,3,24,False,True,[]
4499,2024-08-23T11:53:03.918680,cat,Russian Blue,0.5,kitten,1.9,['bad breath'],My 0.5 year old Russian Blue cat has been experiencing bad breath. Symptoms for the past week. Pet is distressed.,low,2,116,False,True,[]
4500,2025-01-02T11:53:03.918688,dog,Chihuahua,13.4,senior,2.9,"['minor eye discharge', 'mild coughing']","My 13.4 year old Chihuahua dog has been experiencing minor eye discharge, mild coughing. Has been going on for 2 days. Very worried.",moderate,3,22,False,True,[]
4501,2024-08-24T11:53:03.918698,hamster,mixed,1.1,young,0.1,"['vomiting', 'ear discharge']","Patient is a mixed hamster, 1.1 years old, presenting with vomiting, ear discharge. Noticed yesterday. Pet is distressed.",moderate,3,33,False,False,"['heart murmur', 'kidney disease', 'skin condition']"
4502,2025-04-09T11:53:03.918707,hamster,mixed,4.7,adult,0.2,"['mild scratching', 'dental cleaning inquiry', 'nail trimming needed', 'diet advice needed', 'swollen face']","mixed hamster with mild scratching, dental cleaning inquiry, nail trimming needed, diet advice needed, swollen face. Age: 4.7 years. Started today. Is this an emergency?",low,1,132,False,False,['heart murmur']
4503,2025-01-05T11:53:03.918715,hamster,mixed,2.7,young,0.1,['urinating more frequently'],mixed hamster with urinating more frequently. Age: 2.7 years. Just started an hour ago. Is this an emergency?,moderate,3,33,False,True,[]
4504,2025-05-04T11:53:03.918724,cat,Siamese,14.6,senior,5.5,"['bad breath', 'weight management consultation', 'vaccination due', 'excessive panting']","My 14.6 year old Siamese cat has been experiencing bad breath, weight management consultation, vaccination due, excessive panting. Just started an hour ago. Is this an emergency?",low,2,93,False,False,[]
4505,2024-10-19T11:53:03.918732,hamster,mixed,2.1,young,0.1,"['diet advice needed', 'grooming required', 'bad breath', 'weight management consultation']","My 2.1 year old mixed hamster has been experiencing diet advice needed, grooming required, bad breath, weight management consultation. Has been going on for 2 days. Please advise urgency.",low,2,100,False,False,[]
4506,2025-06-23T11:53:03.918739,guinea pig,mixed,8.3,senior,0.9,"['vaccination due', 'routine checkup', 'weight management consultation']","Patient is a mixed guinea pig, 8.3 years old, presenting with vaccination due, routine checkup, weight management consultation. Started today. Please advise urgency.",low,2,54,False,True,"['allergies', 'diabetes', 'thyroid issues']"
4507,2025-01-28T11:53:03.918747,rabbit,mixed,2.0,young,1.4,"['heatstroke symptoms', 'paralysis']","Concerned about my rabbit (mixed, 2.0yo) showing signs of heatstroke symptoms, paralysis. Symptoms for the past week. Very worried.",critical,5,4,True,False,[]
4508,2024-10-08T11:53:03.918755,guinea pig,mixed,5.8,adult,0.9,"['vomiting', 'mild coughing']","Concerned about my guinea pig (mixed, 5.8yo) showing signs of vomiting, mild coughing. Progressive over 3 days. Seems to be getting worse.",moderate,2,48,False,True,[]
4509,2025-07-27T11:53:03.918762,bird,mixed,1.1,young,0.1,"['mild scratching', 'diet advice needed', 'vaccination due', 'grooming required']","mixed bird with mild scratching, diet advice needed, vaccination due, grooming required. Age: 1.1 years. Just started an hour ago. Very worried.",low,2,53,False,True,[]
4510,2025-07-09T11:53:03.918770,guinea pig,mixed,3.6,adult,0.9,"['behavioral consultation', 'heatstroke symptoms']","Concerned about my guinea pig (mixed, 3.6yo) showing signs of behavioral consultation, heatstroke symptoms. Has been going on for 2 days. Is this an emergency?",low,1,133,False,True,[]
4511,2025-03-11T11:53:03.918777,hamster,mixed,1.7,young,0.1,"['mild coughing', 'sneezing']","Patient is a mixed hamster, 1.7 years old, presenting with mild coughing, sneezing. Noticed yesterday. Very worried.",moderate,3,40,False,False,['hip dysplasia']
4512,2024-12-31T11:53:03.918786,bird,mixed,9.4,senior,0.4,"['persistent coughing', 'excessive drooling']","Concerned about my bird (mixed, 9.4yo) showing signs of persistent coughing, excessive drooling. Started today. Is this an emergency?",urgent,5,3,True,False,"['dental disease', 'hip dysplasia', 'cancer remission']"
4513,2025-03-07T11:53:03.918795,rabbit,mixed,2.8,young,1.8,"['diet advice needed', 'nail trimming needed', 'bad breath', 'difficulty breathing']","Concerned about my rabbit (mixed, 2.8yo) showing signs of diet advice needed, nail trimming needed, bad breath, difficulty breathing. Just started an hour ago. Very worried.",low,2,118,False,True,"['skin condition', 'dental disease']"
4514,2025-04-24T11:53:03.918804,cat,Scottish Fold,6.3,adult,4.8,"['vomiting blood', 'limping severely', 'persistent coughing', 'difficulty swallowing', 'mild scratching']","Concerned about my cat (Scottish Fold, 6.3yo) showing signs of vomiting blood, limping severely, persistent coughing, difficulty swallowing, mild scratching. Symptoms for the past week. Pet is distressed.",urgent,3,44,False,True,"['cancer remission', 'diabetes']"
4515,2024-11-04T11:53:03.918813,bird,mixed,6.5,adult,0.3,"['diarrhea', 'minor limping', 'vomiting', 'mild scratching']","Concerned about my bird (mixed, 6.5yo) showing signs of diarrhea, minor limping, vomiting, mild scratching. Just started an hour ago. Seems to be getting worse.",moderate,2,60,False,True,[]
4516,2024-10-24T11:53:03.918821,dog,Poodle,0.4,puppy,15.3,"['excessive drooling', 'eye discharge with squinting']","Patient is a Poodle dog, 0.4 years old, presenting with excessive drooling, eye discharge with squinting. Symptoms for the past week. Please advise urgency.",urgent,4,11,True,False,"['dental disease', 'hip dysplasia', 'ear infections']"
4517,2025-02-24T11:53:03.918829,guinea pig,mixed,1.5,young,0.9,['bloated abdomen'],mixed guinea pig with bloated abdomen. Age: 1.5 years. Symptoms for the past week. Seems to be getting worse.,critical,5,3,True,False,[]
4518,2025-07-19T11:53:03.918836,hamster,mixed,2.0,young,0.1,"['mild scratching', 'diet advice needed', 'weight management consultation']","My 2.0 year old mixed hamster has been experiencing mild scratching, diet advice needed, weight management consultation. Started today. Pet is distressed.",low,2,96,False,True,[]
4519,2024-12-16T11:53:03.918844,dog,Golden Retriever,2.0,young,30.1,['eye discharge with squinting'],"Patient is a Golden Retriever dog, 2.0 years old, presenting with eye discharge with squinting. Started today. Seems to be getting worse.",urgent,4,5,True,True,['allergies']
4520,2025-01-20T11:53:03.918851,hamster,mixed,6.6,adult,0.2,['routine checkup'],"Concerned about my hamster (mixed, 6.6yo) showing signs of routine checkup. Just started an hour ago. Should we come in immediately?",low,1,222,False,True,[]
4521,2025-07-09T11:53:03.918859,guinea pig,mixed,11.0,senior,0.8,"['moderate bleeding', 'bloody diarrhea', 'sudden behavior change', 'difficulty defecating']","mixed guinea pig with moderate bleeding, bloody diarrhea, sudden behavior change, difficulty defecating. Age: 11.0 years. Started today. Seems to be getting worse.",urgent,5,0,True,True,"['ear infections', 'thyroid issues']"
